Y,X,OBJECTID,ZONE,DESCRIPTIO,Zone_label,General_Zo,SHAPE_Leng,SHAPE_Area,Comy_detec,wd100,wd200,wd300,wd400,wd500,egc100,egc200,egc300,egc400,egc500,betcen100,betcen200,betcen300,betcen400,betcen500
5925847.09949384,1755879.05603858,2829,32,Recreation 2,2,Recreation 1 - 4,287.39732,4572.51531,0,241.49074,2444.85348,7975.60953,14049.28923,27779.49274,0.01373,0.07333,0.11106,0.27103,0.44651,0.00000,2375.91003,369933.61920,42229.64562,20585.01566
5925820.60718749,1753577.87997692,2830,541,Residential 4A,4A,Residential 1 - 7,265.99996,3442.30440,8,288.55594,2531.98010,4940.54026,9198.91111,18979.58140,0.02832,0.05378,0.05475,0.07798,0.11152,0.00000,77016.66940,37485.88903,33670.25940,48256.32543
5925858.84762209,1753793.2921767,2831,541,Residential 4A,4A,Residential 1 - 7,137.70342,807.59473,0,255.75377,1089.56677,7710.21580,16079.06514,26882.81497,0.00762,0.03137,0.09160,0.13386,0.15494,0.00000,36745.54176,346591.04130,67001.86246,24978.95509
5925813.7632953,1755139.26610608,2832,522,Residential 2B,2B,Residential 1 - 7,795.34489,8506.26048,0,602.06293,2127.72160,4978.85046,17819.91700,29368.76163,0.06783,0.13445,0.15241,0.37388,0.45400,20.00000,301.10342,7711.89510,48746.44896,11615.03021
5925712.86135684,1752750.60871501,2833,31,Recreation 1,1,Recreation 1 - 4,1186.39677,18738.70865,8,167.40674,1742.18159,6913.43384,21733.17590,44232.36625,0.00216,0.04570,0.17192,0.43395,0.52066,0.00000,42584.96321,27569.05624,82457.00547,90362.35320
5925723.97481874,1756080.09477481,2834,522,Residential 2B,2B,Residential 1 - 7,1486.27724,34901.61313,0,194.31144,2087.86882,5149.16046,13706.30409,26218.35567,0.01101,0.06362,0.08704,0.25917,0.38991,0.00000,312.05808,351.30676,39006.14676,15160.10715
5925693.16866142,1752562.60132788,2835,521,Residential 2A,2A,Residential 1 - 7,1453.41859,45757.44962,8,140.85940,1690.07841,10678.06533,24852.48202,42026.85497,0.00216,0.07474,0.34116,0.55665,0.59929,0.00000,1984.29936,26952.94279,83956.08779,12524.35314
5925833.14674352,1757854.65878789,2836,522,Residential 2B,2B,Residential 1 - 7,478.53648,5798.57826,25,189.30683,1945.07246,4820.97739,10500.19755,17914.74224,0.02236,0.08741,0.07748,0.06988,0.06207,0.00000,1272.55325,241.83624,22484.17171,10660.96251
5925806.29681067,1752465.44064139,2837,542,Residential 4B,4B,Residential 1 - 7,337.82740,5225.39086,8,466.17039,3309.02058,7971.90785,20261.20995,43070.76540,0.02430,0.14494,0.27160,0.46142,0.56174,544.00000,13473.53260,63423.80250,30525.56444,24755.95187
5925842.62712302,1754053.68124294,2838,541,Residential 4A,4A,Residential 1 - 7,117.10495,608.32880,0,612.43695,2494.53502,7032.03422,16768.92705,27011.42114,0.19064,0.20247,0.14432,0.17912,0.18212,5.06667,15063.86028,35613.85490,46602.47728,39076.25616
5925834.24301599,1756057.07210764,2839,5611,Residential 6A1,6A1,Residential 1 - 7,181.03378,2023.11932,0,385.36739,2828.34096,4918.05924,9172.51021,21892.32649,0.02830,0.07755,0.07509,0.15481,0.31258,6.00000,3049.66909,41631.58148,9448.62747,34517.07964
5925841.94933231,1756174.39888904,2840,541,Residential 4A,4A,Residential 1 - 7,119.08695,797.06103,0,173.06872,2041.86040,5342.47565,8206.55736,15484.63145,0.00691,0.04681,0.05662,0.10562,0.19973,0.00000,103.75986,53801.27806,489815.88460,8041.27602
5925740.83523282,1753230.19840118,2841,522,Residential 2B,2B,Residential 1 - 7,2041.06653,55995.34469,8,196.88692,1854.04367,4286.15398,16893.77148,29293.95010,0.00216,0.01986,0.03854,0.15681,0.22654,0.00000,51239.96231,23720.85283,171708.61960,37811.34906
5925836.74216743,1752295.47433551,2842,522,Residential 2B,2B,Residential 1 - 7,124.90956,815.68121,8,447.57972,2463.89803,8992.16484,18279.71316,32443.61485,0.01342,0.09305,0.26644,0.39147,0.43004,160.00000,1491.22810,81407.57766,31680.70687,19109.32216
5925739.35549592,1754194.09537226,2843,522,Residential 2B,2B,Residential 1 - 7,1651.34320,23998.74244,0,592.51111,3958.33058,8194.37912,15099.06649,29377.18987,0.12183,0.22446,0.15678,0.17267,0.19806,20.00000,57274.15211,27354.07904,84677.08309,32839.55068
5925578.33692819,1759664.15545516,2844,541,Residential 4A,4A,Residential 1 - 7,1871.42518,200045.50835,33,0.00000,0.00000,1042.76902,4474.08367,9915.28732,0.00000,0.00000,0.00118,0.00536,0.00799,0.00000,0.00000,45119.32465,10856.13104,29689.82565
5925828.1756577,1754208.06273722,2845,541,Residential 4A,4A,Residential 1 - 7,151.98813,1440.29995,0,636.39411,3409.66948,8044.36115,16588.77892,27636.28130,0.18822,0.21885,0.15332,0.17676,0.18581,2.66667,31661.56001,192706.46750,54256.13723,27843.75979
5925788.90870707,1755304.85291561,2846,541,Residential 4A,4A,Residential 1 - 7,542.13536,11969.83985,0,162.63545,4017.11437,11242.34885,24294.76002,31519.39592,0.00432,0.16492,0.33996,0.59353,0.59384,0.00000,71179.04108,68412.98900,149149.57810,3353.96891
5925830.94441747,1754029.62934477,2847,541,Residential 4A,4A,Residential 1 - 7,98.76211,607.09649,0,543.73878,3217.29146,8469.64289,16133.15873,28212.22104,0.11792,0.20970,0.15265,0.17532,0.18392,20.00000,31338.13451,58452.48792,31011.99486,127168.63770
5925791.42194295,1755859.35552399,2848,49,SP-Community Use,9,Special Purpose 1 - 15,290.78993,3678.73002,0,229.03642,2205.30637,6593.91615,17778.59116,30389.88365,0.01373,0.07103,0.13286,0.38567,0.51702,0.00000,4447.37998,44886.79542,292044.97530,10169.46446
5925817.09704365,1754167.4392673,2849,541,Residential 4A,4A,Residential 1 - 7,146.90867,1348.64102,0,867.30789,3439.51048,6462.66119,16409.80390,26093.03354,0.25978,0.23114,0.14766,0.17994,0.18353,11.66667,18603.28590,15020.68044,72714.90804,12441.15423
5925686.57970422,1752830.05917263,2850,541,Residential 4A,4A,Residential 1 - 7,803.78354,30695.85641,8,167.40674,2245.49619,6303.86628,20638.59079,43214.64642,0.00216,0.04556,0.13989,0.34982,0.48693,0.00000,61934.43041,21298.34200,64375.32304,95340.90874
5925796.67246038,1755914.54163366,2851,5611,Residential 6A1,6A1,Residential 1 - 7,237.61326,3490.15064,0,531.40064,2725.60531,6984.45447,14620.98970,29150.20066,0.02974,0.08583,0.13592,0.30438,0.48643,32.00000,6256.53017,46327.53767,38748.09919,9201.32645
5925802.67302335,1756023.15513068,2852,5611,Residential 6A1,6A1,Residential 1 - 7,181.02863,2022.97371,0,744.85305,2598.77259,5261.14524,12590.33600,25437.13589,0.03884,0.08154,0.09563,0.27015,0.38679,38.00000,2282.58410,330800.63950,11928.52128,8669.60413
5925813.33662067,1757850.07516383,2853,541,Residential 4A,4A,Residential 1 - 7,92.91365,524.55079,25,439.94336,2718.99967,5891.82345,8781.33033,16764.31397,0.03953,0.11916,0.09366,0.06734,0.06090,16.00000,7193.10209,2920.26775,33.06656,13383.44618
5925799.05995244,1754133.91344208,2854,541,Residential 4A,4A,Residential 1 - 7,167.16327,1618.55166,0,1205.40074,3421.32670,6432.28197,15629.15885,28869.06271,0.28623,0.23114,0.14813,0.17774,0.19627,19.66667,18603.28590,84027.75317,42968.01871,23511.14347
5925785.08846825,1757927.57697556,2855,541,Residential 4A,4A,Residential 1 - 7,256.10545,4315.30450,25,560.95372,3531.77437,6033.74332,11281.37346,18594.35230,0.03953,0.14530,0.10258,0.08031,0.06839,16.00000,12552.20214,7269.14935,2698.84332,19835.77683
5925697.13060742,1753272.31705806,2856,31,Recreation 1,1,Recreation 1 - 4,920.67042,7318.85378,8,196.88692,1820.01926,5157.70418,13420.90180,27589.20834,0.00216,0.02211,0.04397,0.10312,0.19313,0.00000,123336.47470,49399.88819,54966.52527,74594.33574
5925716.14832532,1754067.83738937,2857,541,Residential 4A,4A,Residential 1 - 7,696.39634,17901.04627,0,0.00000,4494.39175,8658.54866,17916.88043,27658.55488,0.00000,0.22600,0.15257,0.18649,0.19194,0.00000,70769.07193,32541.74878,60269.40265,17052.55484
5925762.32634787,1755669.52457071,2858,102,Business 2,2,Business 1 - 12,315.64975,6212.57379,0,317.81258,2175.30877,6738.45226,22763.18794,47115.96088,0.00700,0.05386,0.18639,0.56482,0.76917,8.00000,34341.06060,118347.27640,16413.11479,80378.26545
5925803.0560323,1757867.92852296,2859,541,Residential 4A,4A,Residential 1 - 7,94.99453,522.52731,25,600.26627,2552.21722,5525.74246,8348.33430,16142.99854,0.04452,0.11916,0.09366,0.06734,0.06090,34.00000,7193.10209,2920.26775,33.06656,13383.44618
5925771.32607327,1751349.60362828,2860,542,Residential 4B,4B,Residential 1 - 7,336.19241,6787.65590,22,0.00000,928.70649,4145.04922,13478.05482,26383.93456,0.00000,0.00970,0.02677,0.06994,0.10032,0.00000,0.00000,140545.80500,93765.24956,38440.82449
5925733.79526237,1757852.75131593,2861,522,Residential 2B,2B,Residential 1 - 7,443.23595,10053.86623,25,619.85570,1920.77728,6355.57925,8525.04903,17743.30858,0.04111,0.10950,0.09770,0.06562,0.06078,140.00000,3.00418,5602.22588,693.38643,19720.48148
5925715.79467797,1758062.57002915,2862,541,Residential 4A,4A,Residential 1 - 7,611.80058,20859.86316,25,162.37165,2775.58866,8364.91941,13283.13032,18681.88896,0.01271,0.11413,0.11153,0.08397,0.06766,0.00000,3330.08163,21692.08603,5628.84461,102504.83470
5925688.74482113,1751717.61818975,2863,542,Residential 4B,4B,Residential 1 - 7,858.90999,42134.16415,22,0.00000,0.00000,1419.86522,4873.03187,16759.42842,0.00000,0.00000,0.00571,0.03189,0.09716,0.00000,0.00000,71275.56540,159263.76710,67452.21384
5925733.88135431,1755263.03443816,2864,5611,Residential 6A1,6A1,Residential 1 - 7,549.72541,13282.97771,0,407.51932,2775.60650,8925.28357,19351.88034,31933.08012,0.04832,0.16139,0.29192,0.48381,0.56669,0.00000,2122.45292,21739.77395,44649.23114,9558.49321
5925784.16389471,1754323.18764126,2865,541,Residential 4A,4A,Residential 1 - 7,154.39670,1389.10941,0,0.00000,2337.14089,9665.71969,18067.84721,26063.04016,0.00000,0.11590,0.14659,0.17391,0.17635,0.00000,2206.04759,16754.06905,72952.44489,26651.20130
5925771.09861867,1755989.23908148,2866,5611,Residential 6A1,6A1,Residential 1 - 7,181.04223,2023.27184,0,508.61145,2146.90763,4560.07158,12772.83555,27116.82731,0.03761,0.07752,0.09348,0.28561,0.43381,22.00000,689.82929,982.30474,15516.65385,9455.75765
5925679.31070758,1750771.16657153,2867,522,Residential 2B,2B,Residential 1 - 7,1160.28265,33167.42710,22,356.50941,2384.09980,5885.75950,12199.85701,22896.59790,0.00628,0.03325,0.04274,0.07721,0.09777,14.00000,19454.56873,10704.40953,9454.14920,9477.47237
5925769.38617371,1752226.5837422,2868,522,Residential 2B,2B,Residential 1 - 7,364.21742,6721.56380,8,369.87915,2850.25353,8981.08941,20828.42757,34677.55471,0.00960,0.12748,0.28649,0.45254,0.46900,0.00000,68727.60731,18327.70050,46233.17176,59754.28715
5925712.89806176,1755785.82656391,2869,102,Business 2,2,Business 1 - 12,493.10826,11442.52456,0,195.41276,2563.42133,9947.48490,21288.93719,44928.01856,0.00350,0.07339,0.28687,0.54268,0.74417,0.00000,5562.25790,150601.13460,60313.97660,60576.27883
5925759.67489091,1753553.98593949,2870,31,Recreation 1,1,Recreation 1 - 4,176.12483,950.96178,8,641.73329,1449.55871,4671.93953,10235.21946,20358.79330,0.05359,0.04618,0.05721,0.08570,0.12084,4.66667,251.68931,95470.13010,60689.25993,89756.87342
5925656.13671227,1751087.62164218,2871,542,Residential 4B,4B,Residential 1 - 7,870.98541,34744.10171,22,0.00000,1792.35182,7478.49894,15374.46379,29123.99654,0.00000,0.02355,0.06372,0.10460,0.13464,0.00000,145600.41670,119971.51930,23401.62003,18425.27011
5925603.21397653,1751857.14178835,2872,542,Residential 4B,4B,Residential 1 - 7,1125.29572,53883.18384,8,0.00000,662.99853,2573.26896,8372.31282,25009.61920,0.00000,0.00865,0.06087,0.13302,0.27355,0.00000,259.25997,74381.19837,22513.36341,56803.57194
5925765.3083033,1755112.11775136,2873,541,Residential 4A,4A,Residential 1 - 7,160.52296,1517.29919,0,382.39939,3054.46539,6820.10165,18079.07320,31671.45404,0.06366,0.15446,0.19946,0.39525,0.47385,0.00000,108238.57100,11301.38710,79631.93642,41144.00042
5925697.78811186,1758299.93376518,2874,541,Residential 4A,4A,Residential 1 - 7,583.23424,19209.57372,25,0.00000,501.26505,4026.27548,15116.00784,23207.05739,0.00000,0.00413,0.03648,0.06513,0.06045,0.00000,0.00000,11613.43913,884439.02260,5648.90361
5925757.75938104,1753530.35021744,2875,541,Residential 4A,4A,Residential 1 - 7,150.70482,1334.80618,8,807.10493,1811.56987,4770.47250,10255.22674,17454.73493,0.06103,0.04981,0.05721,0.08542,0.11099,8.33333,30784.32856,95470.13010,36457.93657,27984.14832
5925758.936929,1753463.31383332,2876,541,Residential 4A,4A,Residential 1 - 7,146.99399,1350.41707,8,395.72152,1649.92523,4688.26412,11387.43200,18747.07422,0.03755,0.04408,0.04893,0.08881,0.11812,0.66667,9595.23499,111755.45430,50099.98917,45714.14151
5925757.85526554,1755136.92927604,2877,541,Residential 4A,4A,Residential 1 - 7,130.04315,758.59696,0,452.33034,2811.28860,7023.14859,17369.50874,30800.58878,0.07264,0.16398,0.21790,0.39991,0.47385,2.66667,2714.72864,13403.27658,33457.93294,41144.00042
5925682.02867513,1754944.4466689,2878,541,Residential 4A,4A,Residential 1 - 7,1305.19406,48044.84436,0,0.00000,1632.59208,8799.53550,15932.14719,31494.45842,0.00000,0.03343,0.14255,0.27369,0.37384,0.00000,132926.79350,97944.59719,61061.05990,160540.45140
5925618.39048045,1759912.21544543,2879,31,Recreation 1,1,Recreation 1 - 4,1033.81186,25399.56581,33,0.00000,319.49812,1802.84126,4504.46950,4504.46950,0.00000,0.00216,0.00325,0.00553,0.00388,0.00000,0.00000,38777.39178,13938.07402,149.49103
5925659.8909364,1753955.05461546,2880,541,Residential 4A,4A,Residential 1 - 7,663.82648,24036.74268,0,0.00000,3121.65350,9683.64370,17803.64139,28341.97008,0.00000,0.08045,0.13196,0.17704,0.18362,0.00000,65140.92970,148810.25460,12464.93802,32923.41533
5925661.92272637,1751455.4833889,2881,542,Residential 4B,4B,Residential 1 - 7,529.44646,8722.86869,22,173.63462,1567.12103,3711.92993,9283.77835,18126.39776,0.00320,0.01952,0.02915,0.05772,0.08844,0.00000,1718.47669,36905.99535,15309.36343,29042.73230
5925688.05939783,1755479.1631102,2882,5611,Residential 6A1,6A1,Residential 1 - 7,674.84376,24075.69048,0,0.00000,2144.60614,11815.63476,25703.27071,45513.42765,0.00000,0.11201,0.41221,0.70416,0.80881,0.00000,11883.37458,97217.52985,186003.63690,40209.02282
5925752.59655965,1755154.44306098,2883,541,Residential 4A,4A,Residential 1 - 7,130.04508,758.60062,0,431.14239,2299.41768,6812.73624,16974.33403,28282.20926,0.07264,0.15543,0.22630,0.41036,0.47749,2.66667,617.52833,11622.68181,34894.79980,12145.33021
5925727.11040277,1750856.93203268,2884,542,Residential 4B,4B,Residential 1 - 7,265.89111,4067.85943,22,196.42007,1905.38253,5592.22129,13854.38667,26511.13848,0.00351,0.02651,0.04161,0.08731,0.10842,0.00000,12219.46936,16148.60851,12856.31343,14853.87734
5925690.3295958,1754263.43743905,2885,541,Residential 4A,4A,Residential 1 - 7,605.25086,17023.51152,0,197.26423,2926.03362,8724.09927,17682.46662,31217.99153,0.02048,0.13367,0.14255,0.17882,0.20278,0.00000,44242.37649,12653.77939,48947.04584,62148.62721
5925746.55625317,1755174.89552618,2886,541,Residential 4A,4A,Residential 1 - 7,130.43380,760.06715,0,502.47087,2282.32634,9038.70940,18995.89019,32704.64239,0.07264,0.15543,0.28055,0.46190,0.54291,2.66667,617.52833,34833.36562,109329.03740,24479.74176
5925746.39034713,1755962.66102273,2887,5611,Residential 6A1,6A1,Residential 1 - 7,140.75990,1011.69451,0,534.70724,2244.22750,5291.18580,14897.63139,29148.14419,0.03379,0.07951,0.12224,0.33670,0.48615,28.00000,456.21368,4181.90247,45482.76320,2594.16458
5925707.43071264,1752980.71217149,2888,541,Residential 4A,4A,Residential 1 - 7,392.26296,8574.90257,8,0.00000,1624.36831,6194.24581,18830.68796,32425.36499,0.00000,0.02362,0.07698,0.22104,0.30740,0.00000,38587.09435,69491.23927,200430.05660,56090.05879
5925581.6257572,1752193.02572195,2889,521,Residential 2A,2A,Residential 1 - 7,3440.89500,66623.33795,8,0.00000,4742.77703,11628.72337,20798.75985,35110.44631,0.00000,0.36367,0.46759,0.54333,0.54707,0.00000,64320.57706,112685.41580,73250.39448,55887.63696
5925727.92943039,1753784.73337151,2890,522,Residential 2B,2B,Residential 1 - 7,411.05810,6998.84733,0,173.81544,2261.02093,6846.53942,18814.42588,26794.66824,0.00320,0.04515,0.08376,0.15486,0.16210,0.00000,72991.59891,31347.61401,126933.46680,33706.12074
5925727.03709965,1752436.32404762,2891,542,Residential 4B,4B,Residential 1 - 7,200.32216,2490.95354,8,489.28153,3594.07561,8947.08213,21743.18948,41315.24860,0.02228,0.18751,0.38324,0.58005,0.60283,625.00000,23418.07922,7486.57710,20810.62530,28343.92021
5925716.79732629,1753557.04779315,2892,522,Residential 2B,2B,Residential 1 - 7,267.32754,2055.54147,8,310.89206,1602.17618,5967.68084,10274.39631,19314.75098,0.04006,0.04611,0.06319,0.08499,0.11826,0.00000,43109.06316,101285.09920,34308.58702,47142.69189
5925686.01679855,1753344.99604158,2893,522,Residential 2B,2B,Residential 1 - 7,466.00432,9739.29126,8,0.00000,1650.06705,6492.24844,13865.06884,23925.42802,0.00000,0.03062,0.05206,0.10089,0.14657,0.00000,81544.85888,101213.32030,171778.51230,56685.76512
5925667.60306758,1755962.73300737,2894,5611,Residential 6A1,6A1,Residential 1 - 7,506.88229,9414.89751,0,157.60577,2920.18421,8149.17835,16446.29395,38089.76126,0.00963,0.08543,0.22710,0.41303,0.61990,0.00000,7423.83983,47199.60715,41843.09460,23697.71574
5925649.98426614,1753471.56442982,2895,522,Residential 2B,2B,Residential 1 - 7,662.88189,18429.77538,8,687.42342,2321.59362,6557.98809,11505.22479,20525.21638,0.04750,0.04948,0.05971,0.08974,0.12620,1.66667,192822.52810,292005.62910,64009.61169,29072.27907
5925726.72222087,1753439.44215625,2896,541,Residential 4A,4A,Residential 1 - 7,145.01427,1336.35508,8,458.77460,2201.26615,4839.40494,12332.10157,19639.83054,0.03629,0.04736,0.04754,0.09376,0.12417,0.66667,51365.27663,103943.64690,110084.97860,18613.92026
5925656.21310825,1751296.15110084,2897,542,Residential 4B,4B,Residential 1 - 7,371.15406,5958.85868,22,176.57237,1776.81038,5763.51216,11295.87277,21001.61786,0.00320,0.02670,0.05251,0.08486,0.10381,0.00000,790.81864,10398.00210,19089.74988,30806.75264
5925667.7616333,1754651.0324096,2898,541,Residential 4A,4A,Residential 1 - 7,555.80748,15487.04249,0,356.66170,1673.40624,6467.51712,9318.56335,25596.34363,0.00482,0.01923,0.05548,0.08834,0.18224,2.00000,193562.55230,67085.93588,47300.43021,61022.25174
5925406.99251005,1759335.26789306,2899,541,Residential 4A,4A,Residential 1 - 7,2118.09656,123250.33793,33,196.56492,196.56492,2336.86250,5792.18832,12848.48086,0.00216,0.00081,0.00720,0.01387,0.02241,0.00000,0.00000,722866.04820,52182.52536,20366.07640
5925715.20796596,1754721.25413518,2900,101,Business 1,1,Business 1 - 12,98.43842,607.02690,0,169.53172,761.92194,5193.08674,12682.97787,25190.39697,0.00320,0.00975,0.04496,0.10569,0.20251,0.00000,0.00000,34161.48480,196516.74590,48824.63690
5925640.03529408,1751382.92100747,2901,542,Residential 4B,4B,Residential 1 - 7,463.17344,14186.06498,22,350.20699,1255.04364,4278.13405,11937.93051,19240.73345,0.00482,0.01952,0.04113,0.07997,0.09666,2.00000,1718.47669,5143.64545,46252.34974,14000.49028
5925710.08795374,1750986.39267218,2902,32,Recreation 2,2,Recreation 1 - 4,115.00499,738.15715,22,150.06610,1209.18955,5789.82007,15733.27302,28485.15327,0.00216,0.01793,0.04908,0.10017,0.12069,0.00000,802.44547,58803.03714,22365.47121,22528.14934
5925686.56010356,1757953.86916687,2903,541,Residential 4A,4A,Residential 1 - 7,195.63765,2132.64507,25,376.22710,3120.03995,7152.03272,10705.54631,16398.21608,0.03212,0.14686,0.10932,0.07676,0.06250,18.66667,8488.63114,20182.59895,4078.43980,5482.09213
5925659.45225581,1753731.24917869,2904,541,Residential 4A,4A,Residential 1 - 7,334.42274,6859.80476,0,366.91762,1772.51719,7610.89171,14805.72549,31358.44921,0.00482,0.02990,0.07351,0.11951,0.17384,2.00000,65782.84562,182064.22270,147525.31260,97009.88706
5925675.33770447,1752394.26437532,2905,542,Residential 4B,4B,Residential 1 - 7,257.22497,4116.94347,8,588.27830,3395.24984,10162.45369,25950.62427,39611.46836,0.03995,0.25984,0.44601,0.66716,0.61768,730.00000,7523.09484,30592.81306,106432.83410,40347.99443
5925591.11207546,1755187.64225179,2906,541,Residential 4A,4A,Residential 1 - 7,737.88411,24695.62552,0,0.00000,4885.10859,10371.84268,20654.43712,33478.84989,0.00000,0.29348,0.35355,0.54159,0.59896,0.00000,41785.93043,108755.46300,51214.94488,14769.51553
5925684.22530734,1755664.65178329,2907,102,Business 2,2,Business 1 - 12,237.64853,3001.22496,0,289.24272,1845.32491,10150.93310,28020.96036,47835.16610,0.00617,0.06982,0.34805,0.74762,0.84719,6.00000,1971.34072,344311.45740,88879.09630,142068.30470
5925585.47365193,1753742.92840273,2908,542,Residential 4B,4B,Residential 1 - 7,1033.76285,33439.80027,0,193.10218,1330.23847,7007.92590,16579.85829,32529.82771,0.00320,0.02525,0.07466,0.13874,0.18597,0.00000,638.41305,67129.02404,79986.31891,96202.05318
5925636.21105924,1752289.82030206,2909,522,Residential 2B,2B,Residential 1 - 7,774.42055,14288.68145,8,452.92541,3532.83550,11510.31141,23513.23755,36953.02946,0.04505,0.33558,0.48716,0.62735,0.59493,0.00000,9346.87826,43083.44641,13439.56662,15584.23355
5925671.66356006,1752511.66236114,2910,522,Residential 2B,2B,Residential 1 - 7,302.57664,5334.37274,8,293.57499,2340.61621,12374.45950,24155.24028,43331.30975,0.01191,0.17071,0.44839,0.63764,0.63855,10.00000,3920.11575,67104.98679,31254.32870,30876.86859
5925603.23362434,1758233.22560874,2911,541,Residential 4A,4A,Residential 1 - 7,596.56547,19883.47322,25,0.00000,1181.27705,7376.77355,11630.88719,21387.86600,0.00000,0.01938,0.07217,0.06151,0.06010,0.00000,6510.00000,17030.10171,552448.34620,22911.66401
5925548.74710394,1755924.69784516,2912,5611,Residential 6A1,6A1,Residential 1 - 7,1011.65509,44934.33355,0,0.00000,1980.05127,11657.12777,24344.48840,44512.73461,0.00000,0.19231,0.46959,0.69849,0.78631,0.00000,7447.98749,394290.35380,326273.93930,21311.17054
5925532.54873151,1754554.60449988,2913,521,Residential 2A,2A,Residential 1 - 7,833.34142,20351.47368,0,181.20437,2314.80290,5327.39805,11560.29087,20379.23000,0.00320,0.02872,0.04810,0.10194,0.14955,0.00000,82119.45856,168675.25240,68013.27884,11627.74704
5925656.04083365,1754511.43978463,2914,541,Residential 4A,4A,Residential 1 - 7,298.12525,4247.33422,0,0.00000,1603.51520,6106.98793,17012.65506,26851.18540,0.00000,0.02195,0.06159,0.13941,0.17698,0.00000,18717.49293,80495.25761,285835.82330,33870.91407
5925631.86725876,1750555.52903433,2915,522,Residential 2B,2B,Residential 1 - 7,621.13761,15433.37358,22,173.76123,1791.37514,3738.95466,8587.51454,16705.70335,0.00565,0.02601,0.02545,0.04753,0.06575,0.00000,13.61215,564.49316,1156.38887,3759.59693
5925586.35078751,1757991.57870692,2916,522,Residential 2B,2B,Residential 1 - 7,1018.54420,13205.01227,25,555.43503,3243.27132,6920.50933,11086.67590,15007.83411,0.04385,0.14686,0.10470,0.07676,0.05607,141.00000,8488.63114,1840.79268,4078.43980,573.39682
5925667.08062415,1757868.99079753,2917,31,Recreation 1,1,Recreation 1 - 4,79.19784,266.85997,25,456.00148,3392.65985,6583.50309,10129.58397,12671.87373,0.03052,0.13775,0.09688,0.07029,0.04836,156.00000,4704.00892,755.33568,1528.49835,4.61206
5925605.25337462,1754830.01791271,2918,522,Residential 2B,2B,Residential 1 - 7,534.07488,17815.39020,0,189.42744,1950.71454,4607.48484,13955.56504,29177.70809,0.00320,0.02183,0.06986,0.17425,0.28778,0.00000,234251.22490,154176.70850,183019.31420,25039.15163
5925650.94760525,1755266.06216283,2919,32,Recreation 2,2,Recreation 1 - 4,245.93586,1119.06748,0,0.00000,4203.06812,13053.07476,20290.26556,34527.97549,0.00000,0.27674,0.42715,0.56311,0.63763,0.00000,16559.51890,63968.51836,44878.00341,22786.06899
5925492.77687411,1758529.81113326,2920,541,Residential 4A,4A,Residential 1 - 7,1522.45291,57549.40679,25,0.00000,356.48679,1280.54343,9172.73193,16639.48748,0.00000,0.00142,0.00400,0.02339,0.02905,0.00000,0.00000,1823.99428,1513751.71500,52127.19782
5925654.39026688,1758009.4825492,2921,541,Residential 4A,4A,Residential 1 - 7,106.03881,687.14917,25,739.59890,2921.74359,7855.78236,10512.77937,15034.31964,0.05027,0.13155,0.10962,0.07676,0.05848,58.66667,4966.78797,8047.73179,4078.43980,593.86724
5925618.64803954,1755674.67956971,2922,5611,Residential 6A1,6A1,Residential 1 - 7,379.95578,9585.36201,0,132.70550,2798.16789,11030.14299,27615.02232,52003.63013,0.00350,0.16996,0.46345,0.82509,0.94489,0.00000,48668.51468,21410.95203,16311.14947,30303.62197
5925584.16078257,1752590.82849304,2923,05,Sea outside NSCC,,Sea,703.44947,1176.44736,8,140.85940,2331.65411,11951.06307,23938.20155,39935.67990,0.00216,0.10244,0.40059,0.59279,0.60074,0.00000,16278.60053,66033.69503,35558.90004,11927.64517
5925561.670187,1754457.32433472,2924,522,Residential 2B,2B,Residential 1 - 7,714.44989,12140.81447,0,373.00050,1476.99422,7629.64506,13305.70762,27838.47159,0.00482,0.02321,0.07201,0.12088,0.18547,2.00000,563.02312,87237.63434,48570.69984,87922.53921
5925592.44615723,1755380.9977862,2925,541,Residential 4A,4A,Residential 1 - 7,579.85693,17306.59792,0,677.93117,4564.13708,13151.70470,22721.04842,39693.99894,0.09913,0.39225,0.50059,0.69647,0.77510,0.50000,73107.88421,390766.50050,28226.70456,8725.28779
5925613.35218121,1754388.89162227,2926,541,Residential 4A,4A,Residential 1 - 7,420.03216,8123.31081,0,191.79613,2150.94277,8244.99973,18822.68834,28875.56318,0.00320,0.04037,0.09608,0.16323,0.18962,0.00000,48711.15885,131990.36720,70141.38827,37789.32277
5925121.39617748,1752678.39632032,2927,521,Residential 2A,2A,Residential 1 - 7,5635.75379,136368.56051,7,0.00000,2548.38851,5143.35361,17355.07361,39979.35703,0.00000,0.03112,0.08141,0.28322,0.54143,0.00000,60219.15388,31900.77139,36297.85099,27022.24986
5925628.17277466,1752480.9274343,2928,522,Residential 2B,2B,Residential 1 - 7,271.77597,3307.26637,8,303.91156,3698.32150,14753.10411,24438.84000,39704.51989,0.01484,0.27356,0.55364,0.67536,0.64163,31.00000,12109.57093,133415.02050,9168.85946,24579.24149
5925429.57953397,1752866.38933495,2929,31,Recreation 1,1,Recreation 1 - 4,1641.34454,32848.26271,8,271.87840,2091.84913,9267.16625,18461.08112,34631.61706,0.00623,0.09528,0.20186,0.35906,0.43902,18.00000,2095.56134,44385.15958,28331.10862,32304.25246
